Constituent Number,Constituent UUID,PGSS Year,Faculty Year,TA RD Years,Received Date,Gift Count,Total Gift Amounts,Largest Gift Amount,Last Gift Date,Last Gift Amount Ever,Months_since_last_donation,last_gift_amount,total_gift_amount,gift_count,LYBUNT_indicator,SYBUNT_Indicator,Never_donator
77255617,84616b22-d066-44b5-9caf-f000abc07284,1996,,,4/21/2011,2,200,100,10/28/2014,100,45.5,100,200,2,0,1,0
77255618,99d34e97-08d9-4420-a4ff-daa40a5fa560,1996,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255620,6745b1ba-ed72-11e6-8ec5-1254aa67e287,1996,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255621,9366cced-9907-4c9b-91f9-54dadbdae7a7,1996,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255622,8f9d7aa2-a56b-4e20-9338-78c17d0215ba,1996,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255623,851a15e3-62f2-470f-b6e8-45fa75fd33d2,1996,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255624,9cdd5840-c293-4012-86f4-a0b73f412bbf,1997,,2000,9/12/2011,1,10,10,9/12/2011,10,83.6,10,10,1,0,1,0
77255625,28f18a95-8e54-40aa-b8dc-9ebc703836cc,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255626,923cd241-ab36-4821-93c0-71e72a738f17,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255627,bdb22c2f-a8f4-4ec2-bf08-9839eef547d3,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255628,ba018cf5-d748-4004-a2c6-9c1558764aba,1997,,,4/20/2011,42,"5,660.00","1,100.00",5/21/2018,40,2.2,40,5660,42,0,0,0
77255629,cebe778b-596f-4fde-aa70-6256a3352b6d,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255630,564c1321-be77-4cee-a5bc-85439f11884b,1997,,2001,4/12/2011,4,250,100,11/19/2017,50,8.3,50,250,4,1,0,0
77255631,57eecb0a-07e6-4d5f-ad44-5f40de28e4a2,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255632,e1382c63-8b0d-4367-8f3a-71168a05f22a,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255633,6745b951-ed72-11e6-8ec5-1254aa67e287,1997,"2005  2006  2007  2008  2013  2014  2015  2016, 2017",2000  2001  2002  2003,11/29/2012,110,"7,354.69",334,6/26/2018,50,1,50,7354.69,110,0,0,0
77255634,d545a470-e7db-48d1-b3f5-378181702c5b,1997,,,11/16/2014,1,19.97,19.97,11/16/2014,19.97,44.9,19.97,19.97,1,0,1,0
77255635,1e70dc97-5d3f-4e9b-bbc5-2a08d147ccda,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255636,733b290a-1e10-4604-b57e-0a7e0325ddaa,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255637,e98c2897-d074-49e5-b287-557d51dc80c0,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255638,9df5c1f5-1e51-4b66-8001-a43bc4bbc9c8,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255639,aaf1f993-f2b6-477d-9c37-16a547c98088,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255640,6745bd6d-ed72-11e6-8ec5-1254aa67e287,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255702,e0e4f98e-7f53-410f-bee5-7cbdbd6d6012,1997,,,12/20/2012,2,300,200,10/28/2013,200,57.7,200,300,2,0,1,0
77255641,4c8322ba-c4c0-49db-a263-7b9e893cabf7,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255642,b312b958-38f9-42ad-b5dc-cbd1f2e210bf,1997,,,4/20/2011,2,120,100,11/22/2015,100,32.5,100,120,2,0,1,0
77255662,6745cd4e-ed72-11e6-8ec5-1254aa67e287,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255643,6745bf2f-ed72-11e6-8ec5-1254aa67e287,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255644,6745bfc3-ed72-11e6-8ec5-1254aa67e287,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255645,6ca2279d-85bf-41ea-96e5-e37c397c0621,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255646,1da1a926-c9f1-4a45-b03b-8033c64fca54,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255697,8c41f1ab-6866-4bb4-b0c0-04b591d67d52,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255647,1f4e9246-c675-47b8-9c63-88242e678926,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255649,7cfcf61d-1133-4e5b-8b0d-48c507148eec,1997,,"2000, 2001, 2002",11/17/2014,6,919.63,309.13,11/19/2017,150,8.3,150,919.63,6,1,0,0
77255650,6745c34b-ed72-11e6-8ec5-1254aa67e287,1997,,,10/23/2013,5,590,125,10/8/2017,125,9.7,125,590,5,1,0,0
77254362,d79c9bfd-d819-4b06-a08a-e2a548c2b8dd,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255651,6745c661-ed72-11e6-8ec5-1254aa67e287,1997,,,11/17/2013,8,"2,700.00",500,11/15/2017,300,8.4,300,2700,8,1,0,0
77255652,04476f56-77d4-42ee-9f44-1b4ffd81513f,1997,,,11/16/2014,3,900,500,11/22/2015,200,32.5,200,900,3,0,1,0
77255653,36dc7cc4-d419-4216-a693-53b99d75870d,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255654,765cac3a-e968-43f8-8eb5-89c8e75e39c3,1997,,2000,,0,0,0,,0,1000,0,0,0,0,0,1
77255655,b31c8282-092f-4676-ad81-a4ca02997d2c,1997,,,11/21/2015,5,469.97,250,11/9/2017,250,8.6,250,469.97,5,1,0,0
77255656,6a68afdf-ce95-4df8-8fed-24a161f8a40e,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255657,1489b816-e473-483c-bf3e-7e3c9d752904,1997,,,8/26/2011,1,400,400,8/26/2011,400,84.2,400,400,1,0,1,0
77255658,51009d33-03c7-4591-a695-85b9a188c0e6,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255666,3c15e768-808b-42be-90e0-d26458075b2c,1997,,2002  2003,11/12/2014,11,"3,873.00","1,000.00",11/19/2017,500,8.3,500,3873,11,1,0,0
77255659,1da25098-631f-499a-b243-768a8da08fd4,1997,,,4/19/2011,2,834,500,11/16/2014,500,44.9,500,834,2,0,1,0
77255660,efb2ed14-1010-4b93-831c-27ed1c1ddd43,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255663,3fc3dd14-f0c3-43d7-8210-275f42151919,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254368,3ee2cc4a-555e-4501-931e-c7acb113f122,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255664,9f08323e-19c0-405d-83d1-31f0e282dcdc,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255665,484bc0d0-54e1-462c-bb76-612b289b9a46,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255661,6745ccc0-ed72-11e6-8ec5-1254aa67e287,1997,,,11/15/2013,12,"2,876.90","1,000.00",11/19/2017,25.95,8.3,25.95,2876.9,12,1,0,0
77255667,64604a69-f43a-4f07-9644-173a273db84f,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255668,9159f154-3ec0-11e6-ab7d-0adaa6058903,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255669,fdd51f49-d018-4ebb-8906-c8ccba9ef29a,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255670,5a0fde67-1dd4-4a44-a1be-34fa1e32ffd7,1997,,"2002, 2003",3/12/2013,7,"1,500.00",500,11/19/2017,500,8.3,500,1500,7,1,0,0
77255671,013a35bc-20ec-4fd7-a305-467f1e0c9b8e,1997,,,11/16/2014,2,150,100,11/16/2014,50,44.9,50,150,2,0,1,0
77255672,6745d8e6-ed72-11e6-8ec5-1254aa67e287,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255674,d449a8b9-9b76-44ad-9ac7-6aaa1ff6d250,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255675,6745dd5b-ed72-11e6-8ec5-1254aa67e287,1997,,2000,10/23/2013,4,201.69,51.69,11/8/2016,51.69,20.8,51.69,201.69,4,0,1,0
77255676,b88aeb3b-19f6-4a8c-bc55-66de930e7828,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255678,92b9736b-c02f-49a4-885d-d212aae2bcc5,1997,,,10/5/2012,4,486.16,206.16,11/19/2017,206.16,8.3,206.16,486.16,4,1,0,0
77255679,f0e1d809-3410-4cc6-9ce8-882bc50ed61c,1997,,,11/22/2015,1,100,100,11/22/2015,100,32.5,100,100,1,0,1,0
77255680,39f8134a-1f1b-4f50-a204-1ea06edfe010,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255681,0f2479df-d7e2-4a20-8fcc-b626ee04a07f,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255682,ea7a9aa8-0a03-48df-b0b3-944c1e467618,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255683,193dc3c3-9df7-456d-95e2-fd004559cc5c,1997,,,4/20/2011,1,50,50,4/20/2011,50,88.4,50,50,1,0,1,0
77255684,98365767-c8db-4108-a491-fb07e55d1908,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255685,ef3a1793-a8b8-4c28-b442-f359e8c7b2a9,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255686,56d7c12e-551a-464f-9afb-f67a64404893,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255687,3cf3f228-2181-4b5f-a76c-c454c2f99ebe,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255688,2a538b86-138e-4cb2-9d34-a8fbf1e49690,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255689,a6fc99ba-b28b-4138-b8d3-19aff9e6ecb7,1997,,,4/20/2011,1,10,10,4/20/2011,10,88.4,10,10,1,0,1,0
77255690,67460428-ed72-11e6-8ec5-1254aa67e287,1997,,,11/21/2015,2,120,100,11/20/2016,100,20.4,100,120,2,0,1,0
77255692,67460577-ed72-11e6-8ec5-1254aa67e287,1997,,2000,9/9/2011,3,353.18,200,11/14/2016,103.18,20.6,103.18,353.18,3,0,1,0
77255691,6827909f-9489-48ff-87ea-cd5d18f59c40,1997,,,4/14/2011,2,550,300,11/18/2017,250,8.3,250,550,2,1,0,0
77255693,196afc3b-d052-44bd-a2cf-907dbc38dc54,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254366,d3e89ecb-6ee9-4c63-b81a-b58d9aeea8ee,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255694,a2632e89-b8eb-4737-9d97-f60a5eb4ab75,1997,,"2000, 2001",11/16/2014,3,219.85,128,12/5/2017,128,7.7,128,219.85,3,1,0,0
77255695,6746073b-ed72-11e6-8ec5-1254aa67e287,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255696,2db5482d-8e67-431a-a49b-64740a458b6c,1997,,,12/28/2010,3,119.97,100,11/16/2014,19.97,44.9,19.97,119.97,3,0,1,0
77255698,3e78bbb9-39de-4485-9b58-77f7d3e22fd7,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255699,7f63a90a-1304-4cd0-b84f-610027a606b0,1997,,,8/28/2011,2,200,100,11/16/2014,100,44.9,100,200,2,0,1,0
77255700,2d66295c-3ec9-4053-87e3-004a13ba9c37,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254379,9755d5b2-c29f-4c8d-9c0a-ebef81cd8b93,1997,,"2000, 2002",11/22/2015,3,"1,200.00",500,11/22/2015,200,32.5,200,1200,3,0,1,0
77255701,181b7445-beb3-4c2b-8ff1-9d9a95388598,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255703,7992e3b0-4e76-4b49-b56e-a986e21f92ab,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255704,a7161477-a455-4f80-a323-c6267516f74d,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255677,8f4bd08c-57cf-41e3-80ec-70efe5a029d1,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255648,4fd0257d-4856-4e4d-88b1-ae984811055f,1997,,,11/22/2015,1,10,10,11/22/2015,10,32.5,10,10,1,0,1,0
77255705,069a58c7-b97a-42f0-ab9a-12e03115bb6f,1997,,2000,11/22/2015,2,153.18,103.18,11/20/2016,103.18,20.4,103.18,153.18,2,0,1,0
77255706,8270ad66-6e37-43eb-9c99-c0a941fafd85,1997,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255707,b3f25f9f-3842-401b-a8f7-6253e6f8631c,1997,,2001,10/4/2012,5,550,150,11/17/2017,150,8.3,150,550,5,1,0,0
77255708,63fb792c-2cae-44ec-85da-c0cc10a86769,1997,,,4/20/2011,4,657.65,257.65,11/19/2017,257.65,8.3,257.65,657.65,4,1,0,0
77255709,8e4179d0-7d4b-430e-b392-ba88f4bcb947,1997,,,4/14/2011,5,553.18,200,11/16/2017,103.18,8.4,103.18,553.18,5,1,0,0
77255710,ceda565f-4688-496a-ae4e-23efd64814c0,1998,,"2002, 2003, 2004",12/30/2010,2,200,100,10/28/2013,100,57.7,100,200,2,0,1,0
77255711,67461092-ed72-11e6-8ec5-1254aa67e287,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255712,8de33cba-2905-4dec-851f-80af3a2aa49c,1998,,,11/22/2015,1,20,20,11/22/2015,20,32.5,20,20,1,0,1,0
77255713,91f8fd6b-11fd-46d9-8b6b-e8a95d9e4763,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255714,d40d7c0b-e1ce-4341-b417-e2fc8cd59bdd,1998,,,12/21/2010,2,75,50,4/12/2011,50,88.7,50,75,2,0,1,0
89822521,1fef294b-8dba-4297-80b6-051b92784942,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255716,42c2cebd-b8dd-4f2f-9bf1-04c1d41e99b9,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255717,21735fef-3a5a-4b67-bee6-bbee792655dc,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255719,09903a49-8a4e-47ad-a88f-395aa192fe30,1998,,,8/29/2011,1,50,50,8/29/2011,50,84.1,50,50,1,0,1,0
77255720,674615d8-ed72-11e6-8ec5-1254aa67e287,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255721,5414a687-d8bf-402d-9640-7dc94840b78c,1998,,,10/23/2013,2,750,500,10/23/2013,250,57.9,250,750,2,0,1,0
77255722,66593d15-0719-4867-b4be-36b7aef446bc,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255723,443e6133-e3a7-4d2f-b603-69e1d0f59949,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255755,f20b3f2f-9c67-4495-b4be-77363f5fdc7c,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255725,db5462ae-ca11-4942-bc3f-8e7543534ac3,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255726,1c7fc4c3-8f26-41bc-b3e6-f346fd7b4a97,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255727,c833b65a-cc1d-40a6-98ce-5c14e10bcc6e,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255728,67461c8f-ed72-11e6-8ec5-1254aa67e287,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255730,cd57e764-343d-4fc7-86a0-6d8534aae82d,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255781,6e074d18-c1d8-4558-a862-99b4dcf11bf1,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255729,1041fd40-5b77-4bd4-b02b-20d7c92c8369,1998,,,11/20/2016,1,600,600,11/20/2016,600,20.4,600,600,1,0,1,0
77255731,67461f80-ed72-11e6-8ec5-1254aa67e287,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255732,634bdaa8-ba9d-45b1-aafa-b923876aa6f4,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255733,f14982d6-24ed-4ec6-87ce-033632b84ea6,1998,,2001,,0,0,0,,0,1000,0,0,0,0,0,1
77255734,474e6399-2104-49ac-989b-468d9ff51b1c,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255735,f49d0ca5-66af-44a1-b9af-e236a8f17836,1998,,,11/15/2014,4,281.36,103.18,11/8/2017,103.18,8.6,103.18,281.36,4,1,0,0
77255736,1009b23a-98d1-4c43-b55f-3e8f09802e66,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255738,c4e50ce3-0368-4b55-8da9-3ee94140a0d9,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255739,f4f423c2-4865-4aa6-90e9-f7dd5dfabaee,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255740,1f146613-43e8-46de-8370-0d5cf408d989,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255741,45a6a6bf-ce27-470d-a102-ed4e70ea6a7e,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255742,9399e247-1b19-4adc-850b-881e121c5d69,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255743,6746290c-ed72-11e6-8ec5-1254aa67e287,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254369,33d26e7e-0067-4926-9c49-e1f192ebe7a5,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255744,6b9bf949-99cf-4891-943e-9f2ca99e4fae,1998,,,11/17/2013,3,453.18,250,11/8/2017,103.18,8.6,103.18,453.18,3,1,0,0
77255745,007a4174-80ce-4f10-aeea-09eda0b61a15,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255746,67462ad1-ed72-11e6-8ec5-1254aa67e287,1998,,2001,,0,0,0,,0,1000,0,0,0,0,0,1
77255747,c5cfad55-cb56-479c-9384-e980e5a146f2,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255748,3ace19bb-926c-4841-a765-68416abee997,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255749,ff524258-6bba-4170-b285-eaabe8c15a39,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255750,1dc1dbcf-35d6-4df8-9078-ab4c45f52692,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255751,a3d18545-4e7a-4282-a285-5c36d888348b,1998,,,9/21/2012,2,159,100,9/21/2012,59,71.1,59,159,2,0,1,0
77255752,3889b178-4f19-4e60-9f68-7fa55cccc919,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255754,674630a6-ed72-11e6-8ec5-1254aa67e287,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255783,e1084e9d-7506-447c-96f6-4150cbe2c83b,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255756,cad638f2-335e-499d-8175-5ec953f7d612,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255757,6746327f-ed72-11e6-8ec5-1254aa67e287,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255758,47984268-d516-450a-aba3-ea686ae6fabb,1998,,,10/6/2012,6,"3,029.18",515.09,11/9/2017,515.09,8.6,515.09,3029.18,6,1,0,0
77255760,9fb7729f-ce75-4ae2-916e-1771bcfce57a,1998,,,8/31/2011,3,201.98,101.98,11/21/2015,101.98,32.6,101.98,201.98,3,0,1,0
77255761,5907846e-8060-437f-84d6-75acf1465f8b,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255762,6746356b-ed72-11e6-8ec5-1254aa67e287,1998,,"2001, 2003",3/12/2013,5,700,200,11/28/2017,200,8,200,700,5,1,0,0
77255763,4cfaa7ff-38d6-4a48-b1d9-d85b043b22aa,1998,,2002,4/12/2011,4,245,100,11/6/2017,100,8.7,100,245,4,1,0,0
77255764,15e39a51-9187-4755-9fe8-ad048594aeec,1998,,,11/16/2014,4,767.18,515.09,11/11/2017,515.09,8.5,515.09,767.18,4,1,0,0
77255765,9092238a-a6ff-4a67-8195-2a2dfee88e4d,1998,,,3/12/2013,3,134,59,11/13/2017,50,8.5,50,134,3,1,0,0
77255766,d5bfbf88-c695-43ba-aded-34f5fc07ec6e,1998,,,10/31/2013,1,100,100,10/31/2013,100,57.6,100,100,1,0,1,0
77255767,e3d78e6d-46e4-402e-ba81-4b49a671f462,1998,,"2001, 2002, 2003, 2004",11/18/2012,6,"1,243.00",500,11/14/2017,500,8.4,500,1243,6,1,0,0
77255768,2afccb8a-b4f2-4143-8451-ad684068f45c,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255769,fc337098-1961-4955-9ad4-3fe4cdf36db4,1998,,,11/17/2014,2,75,50,11/28/2017,50,8,50,75,2,1,0,0
77255770,985d77c9-db6c-4d80-9d2c-7db9b5248aa7,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255771,2ae5f727-a8ba-46a6-9370-818c9433d051,1998,,,8/16/2011,1,50,50,8/16/2011,50,84.5,50,50,1,0,1,0
77255772,4ed1ae56-e96a-4175-9c65-a4ba53b352be,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255773,3f7aa74c-6d50-4955-8384-55d4f80f3d0f,1998,,"2001, 2002, 2003",4/12/2011,1,20,20,4/12/2011,20,88.7,20,20,1,0,1,0
77255774,6392decf-44ba-48fa-99ce-6baa33ef1cc4,1998,,,11/20/2016,1,103.18,103.18,11/20/2016,103.18,20.4,103.18,103.18,1,0,1,0
77255775,67463cf7-ed72-11e6-8ec5-1254aa67e287,1998,,,11/20/2016,2,254.67,154.67,11/9/2017,154.67,8.6,154.67,254.67,2,1,0,0
77255776,64d660ab-6ad7-11e6-b18a-12e7222c7e03,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255777,9a4e2723-5e17-41ab-a580-a7077905aba8,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255778,ac4e5efd-7989-48a9-a59f-0b3a0648c5d1,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255779,8bce2b95-0eac-47b0-a62b-10814772d1fd,1998,,,11/12/2015,5,275,100,11/20/2016,50,20.4,50,275,5,0,1,0
77255724,22baf864-6744-40ce-bb3e-032886d5706c,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255780,2236aa75-cc5d-4745-9831-9b672bb7ca59,1998,,"2001, 2002, 2003",11/22/2015,3,359.98,150,12/31/2017,150,6.9,150,359.98,3,1,0,0
77255782,eb71c999-4668-45c4-97bd-6d61d00c1025,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255718,04dfc29a-9fa9-4c1e-b494-e42329b1b7d1,1998,,,11/6/2013,1,100,100,11/6/2013,100,57.4,100,100,1,0,1,0
77255784,674644e2-ed72-11e6-8ec5-1254aa67e287,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255785,d612980e-9494-4336-a782-0d432f9f0e54,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255715,d294488a-bebd-4bf7-9218-554216b695c6,1998,,,11/21/2016,1,25,25,11/21/2016,25,20.4,25,25,1,0,1,0
77255737,675ad6c6-6f6b-49f9-a15e-89a4d0ec8a38,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255786,062fc541-68a9-4d45-868b-59cfd1a84baf,1998,,2001,,0,0,0,,0,1000,0,0,0,0,0,1
77255787,e99ce3f1-31f9-4cb2-9486-5ab1084d92a3,1998,,,11/18/2014,4,463.67,200,11/20/2016,154.67,20.4,154.67,463.67,4,0,1,0
77255788,ec7f9763-b0d6-4197-aa97-d0f2d96b68af,1998,,,8/25/2011,2,450,350,8/25/2011,100,84.2,100,450,2,0,1,0
77255789,674647bb-ed72-11e6-8ec5-1254aa67e287,1998,,,11/29/2012,5,650,200,11/9/2017,200,8.6,200,650,5,1,0,0
77255790,67464ad4-ed72-11e6-8ec5-1254aa67e287,1998,,,11/14/2017,1,25.95,25.95,11/14/2017,25.95,8.4,25.95,25.95,1,1,0,0
77255791,a760b8b0-817b-4026-8dbd-6c91df0c2c13,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255792,fc0455a2-7ea3-4b17-91e1-583a23169a56,1998,,,1/12/2011,3,875,500,11/14/2017,250,8.4,250,875,3,1,0,0
77255759,b59b3003-418d-41c0-86b9-9bccc67e9cee,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255793,1ca0844e-3e2f-4bf0-bb02-2353cf13228c,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255794,83806b1b-0fc1-4656-b7c2-cc59ba7338a1,1998,,,11/22/2015,1,500,500,11/22/2015,500,32.5,500,500,1,0,1,0
77255795,3ac9a684-4aa4-47fe-9c0b-5955449433e1,1998,,,4/21/2011,2,20,10,11/20/2016,10,20.4,10,20,2,0,1,0
77255753,5e77cd05-d5eb-495d-9beb-d4ddcb918cf9,1998,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255796,d7f4a302-ea6f-4cf7-ab3d-1fa01d445c2f,1998,,,4/12/2011,1,10,10,4/12/2011,10,88.7,10,10,1,0,1,0
77255797,d5a058d7-8673-4686-9c8d-e4a78ca4e7c8,1999,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255878,6746a460-ed72-11e6-8ec5-1254aa67e287,1999,,,4/18/2011,4,"1,715.09",515.09,11/15/2017,515.09,8.4,515.09,1715.09,4,1,0,0
77254363,64f8a63c-6785-49bc-8cdf-6ed2bc077e0b,1999,,,11/23/2015,2,101.69,51.69,12/1/2016,51.69,20,51.69,101.69,2,0,1,0
77255798,37fd2ddb-e3c2-48f9-a90f-fdc11689098b,1999,,,11/10/2015,1,200,200,11/10/2015,200,32.9,200,200,1,0,1,0
77255799,7e816dcd-db7c-4119-bd23-64cd5d49fa98,1999,,,11/13/2014,5,"1,834.00",500,11/9/2017,400,8.6,400,1834,5,1,0,0
77255800,8501a10c-b272-4ae7-a5c5-1731f22c6632,1999,,,4/20/2011,2,757.65,500,11/7/2016,257.65,20.8,257.65,757.65,2,0,1,0
77255801,27ceb6d7-3409-4a05-8f64-f612222b1f1d,1999,,,8/21/2011,3,178.18,103.18,11/13/2017,103.18,8.5,103.18,178.18,3,1,0,0
77255802,3bb12948-fe28-414a-900a-434e697ae132,1999,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255804,f58c0bec-45b5-426b-a6d7-b2fba3d6e639,1999,,,4/12/2011,2,250,200,9/20/2016,200,22.4,200,250,2,0,1,0
77255807,67466443-ed72-11e6-8ec5-1254aa67e287,1999,,,11/19/2016,2,206.36,103.18,11/10/2017,103.18,8.6,103.18,206.36,2,1,0,0
77255805,2e1726d9-33d1-4399-a16a-087ff1563776,1999,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255806,6af9b0c7-ed55-4480-84f5-2cc782fc33f2,1999,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255808,9fcf03a0-b6f5-452b-9ddb-727ce68ede2e,1999,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255809,d8afd80c-f6d2-467c-88b7-fd5cd13dc465,1999,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255810,8a89d77b-32d2-42a1-bc1f-6317a55b3b35,1999,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255811,67467213-ed72-11e6-8ec5-1254aa67e287,1999,,,,0,0,0,,0,1000,0,0,0,0,0,1
77255812,a6d1e693-8aee-4c43-ad1f-cceb04359773,1999,,,4/18/2011,4,560,180,11/17/2017,180,8.3,180,560,4,1,0,0
